Name,Platform,Year_of_Release,Genre,Genre_factor,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,GS_Category
Rodea the Sky Soldier,3DS,2015,Action,4,Nippon Ichi Software,0.03,0,0,0.04,45,7,56,37,"Prope, Kadokawa",E10+,low
Hellboy: The Science of Evil,PSP,2008,Action,4,Konami Digital Entertainment,0.04,0,0,0.04,42,14,71,13,Krome Studios,T,low
The Sims Deluxe,PC,2002,Simulation,8,Electronic Arts,0.01,0.02,0,0.04,92,6,82,77,Maxis,T,low
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,4,LucasArts,0.02,0.02,0,0.04,78,14,77,35,Traveller's Tales,E10+,low
The Sims 2: Pets,PC,2006,Simulation,8,Electronic Arts,0.01,0.02,0,0.04,76,23,77,40,Maxis,T,low
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,7,Cloud Imperium Games Corporation,0.04,0,0,0.04,37,5,63,4,"Pipeworks Software, Inc.",M,low
The Kore Gang,Wii,2010,Platform,2,Flashpoint Games,0.04,0,0,0.04,70,10,86,7,Snap Dragon Games,E10+,low
Rugby Challenge 3,PS4,2016,Sports,0,Alternative Software,0,0.04,0,0.04,64,4,68,12,Wicked Witch Software,E,low
Blood Bowl,PC,2009,Sports,0,Focus Home Interactive,0.02,0.02,0,0.04,72,34,65,57,Cyanide,T,low
Port Royale 2,PC,2004,Strategy,11,Ascaron Entertainment GmbH,0,0.03,0,0.04,75,20,77,40,Ascaron Entertainment GmbH,T,low
Star Trek: Shattered Universe,XB,2004,Simulation,8,Global Star,0.03,0.01,0,0.04,41,21,40,10,Starsphere Interactive,E,low
Company of Heroes: Tales of Valor,PC,2009,Strategy,11,THQ,0,0.03,0,0.04,70,42,72,204,Relic,M,low
Guilty Gear XX Accent Core,Wii,2007,Fighting,7,505 Games,0.03,0,0,0.04,75,15,84,19,Arc System Works,T,low
WarJetz,PS2,2001,Shooter,6,3DO,0.02,0.02,0,0.04,59,9,55,4,3DO,T,low
Devil May Cry 4,PC,2008,Action,4,Capcom,0.01,0.02,0,0.04,78,21,85,353,Capcom,M,low
Barnyard,Wii,2006,Action,4,THQ,0.04,0,0,0.04,65,15,57,7,Blue Tongue Entertainment,E10+,low
Test Drive: Ferrari Legends,PS3,2012,Racing,1,Unknown,0.04,0,0,0.04,62,19,49,22,"Atari, Slightly Mad Studios, Atari SA",E,low
Heroes of Might and Magic V,PC,2006,Strategy,11,Ubisoft,0,0.03,0,0.04,77,41,79,349,Nival Interactive,T,low
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,3,Konami Digital Entertainment,0.02,0,0.02,0.04,78,22,72,21,Kojima Productions,M,low
Aeon Flux,PS2,2005,Action,4,THQ,0.02,0.02,0,0.04,66,19,58,9,Terminal Reality,T,low
Age of Mythology: The Titans,PC,2003,Strategy,11,Microsoft Game Studios,0.02,0.02,0,0.04,84,25,87,119,Ensemble Studios,T,low
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,10,Nippon Ichi Software,0.03,0,0,0.04,72,26,83,19,5pb,T,low
Virtua Tennis 4,PC,2011,Sports,0,Sega,0,0.03,0,0.04,66,5,73,43,Sega,E,low
Shattered Union,XB,2005,Strategy,11,Take-Two Interactive,0.03,0.01,0,0.04,66,17,69,7,PopTop Software,T,low
Unchained Blades ,3DS,2011,Role-Playing,9,FuRyu,0,0,0.04,0.04,65,8,78,16,FuRyu,T,low
Terraria,XOne,2014,Action,4,505 Games,0,0.04,0,0.04,84,5,77,29,Engine Software,T,low
Company of Heroes: Opposing Fronts,PC,2007,Strategy,11,THQ,0.01,0.03,0,0.04,87,36,86,235,Relic,M,low
Superman: Countdown to Apokolips,GBA,2003,Platform,2,Atari,0.03,0.01,0,0.04,47,5,57,6,Mistic Software,E,low
Worms 4: Mayhem,XB,2005,Strategy,11,Codemasters,0.03,0.01,0,0.04,69,27,92,6,Team 17,T,low
Rise of Nations,PC,2003,Strategy,11,Microsoft Game Studios,0.01,0.02,0,0.04,89,30,90,274,Big Huge Games,T,low
Men of War: Vietnam,PC,2011,Strategy,11,Unknown,0,0.03,0,0.04,68,19,49,35,Best Way,T,low
Imperial Glory,PC,2005,Strategy,11,Eidos Interactive,0,0.04,0,0.04,69,28,84,73,Pyro Studios,T,low
Antz Extreme Racing,PS2,2002,Racing,1,Empire Interactive,0.02,0.02,0,0.04,31,5,50,8,Empire Interactive,E,low
Samurai Warriors 2: Empires,X360,2007,Action,4,Tecmo Koei,0.03,0,0.01,0.04,53,29,85,13,Omega Force,T,low
Metal Slug XX,PSP,2009,Shooter,6,DHM Interactive,0.03,0,0,0.04,67,22,61,9,SNK Playmore,T,low
Patrician IV,PC,2010,Strategy,11,Kalypso Media,0.03,0,0,0.04,66,18,64,34,Gaming Minds Studios,E,low
Fisherman's Challenge,PS2,2003,Sports,0,Konami Digital Entertainment,0.02,0.02,0,0.04,67,7,75,4,Konami,E,low
Resident Evil: Revelations,PC,2013,Action,4,Capcom,0,0.04,0,0.04,77,12,70,342,Capcom,M,low
The Da Vinci Code,XB,2006,Action,4,Take-Two Interactive,0.03,0.01,0,0.04,52,34,28,5,Double Helix Games,T,low
Pure Pinball,XB,2004,Misc,3,XS Games,0.03,0.01,0,0.04,68,11,85,6,Iridon Interactive AB,E,low
Headhunter: Redemption,PS2,2004,Action,4,Sega,0.02,0.01,0,0.04,62,29,67,7,Amuze,M,low
Dead Rising,PS4,2016,Action,4,Capcom,0.02,0,0.01,0.04,78,6,66,30,Capcom,M,low
Grand Theft Auto: Vice City,PC,2003,Action,4,Take-Two Interactive,0,0.03,0,0.04,94,30,88,1520,Rockstar North,M,low
Surf's Up,PS3,2007,Sports,0,Ubisoft,0.03,0,0,0.04,59,8,51,7,Ubisoft Montreal,E10+,low
SWAT: Target Liberty,PSP,2007,Shooter,6,Vivendi Games,0.03,0,0,0.04,50,26,77,9,3G Studios,T,low
Twin Strike: Operation Thunder,Wii,2008,Shooter,6,Zoo Games,0.04,0,0,0.04,50,7,83,6,Naps Team,E10+,low
CSI: Fatal Conspiracy,PC,2010,Adventure,10,Ubisoft,0,0.03,0,0.04,47,5,55,6,Telltale Games,M,low
Bomberman: Act Zero,X360,2006,Puzzle,5,Konami Digital Entertainment,0.04,0,0,0.04,34,41,22,42,Hudson,T,low
Empire Earth III,PC,2007,Strategy,11,Vivendi Games,0,0.03,0,0.04,50,40,28,53,Mad Doc Software,T,low
Resident Evil: Operation Raccoon City,PC,2012,Action,4,Capcom,0,0.03,0,0.04,48,8,38,188,Slant Six,M,low
Dreamfall: The Longest Journey,XB,2006,Adventure,10,Empire Interactive,0.03,0.01,0,0.04,73,42,88,24,Funcom,M,low
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,8,Deep Silver,0.02,0.01,0,0.04,48,4,31,14,Trickstar Games,T,low
Brothers In Arms DS,DS,2007,Shooter,6,Ubisoft,0.03,0,0,0.04,72,27,80,25,Gameloft,T,low
Colin McRae Rally 3,XB,2002,Racing,1,Codemasters,0.03,0.01,0,0.04,86,25,74,14,Codemasters,E,low
TMNT,DS,2007,Action,4,Ubisoft,0.03,0.01,0,0.04,42,10,22,5,Ubisoft Quebec,E10+,low
Stolen,PS2,2005,Action,4,Hip Interactive,0.02,0.01,0,0.04,51,16,74,16,Blue 52,T,low
Stoked: Big Air Edition,X360,2009,Sports,0,Namco Bandai Games,0.02,0.02,0,0.04,72,21,77,16,Bongfish,T,low
LEGO Jurassic World,PC,2015,Action,4,Warner Bros. Interactive Entertainment,0,0.04,0,0.04,72,8,71,31,TT Games,E10+,low
Pro Race Driver,XB,2003,Racing,1,Codemasters,0.03,0.01,0,0.04,80,17,75,4,Codemasters,T,low
The Movies,PC,2005,Simulation,8,Activision,0.01,0.03,0,0.04,84,62,83,131,Lionhead Studios,T,low
FIFA World Cup Germany 2006,DS,2006,Sports,0,Electronic Arts,0.03,0,0,0.04,71,7,72,6,EA Canada,E,low
Supreme Commander: Forged Alliance,PC,2007,Strategy,11,THQ,0.01,0.02,0,0.04,81,35,89,219,Gas Powered Games,E10+,low
Dragon Ball: Advanced Adventure,GBA,2004,Action,4,Namco Bandai Games,0.03,0.01,0,0.04,75,7,85,11,Dimps Corporation,E10+,low
Lost Planet 3,PC,2013,Shooter,6,Capcom,0,0.04,0,0.04,61,17,62,210,Spark Unlimited,T,low
Echo Night Beyond,PS2,2004,Adventure,10,Indie Games,0.02,0.01,0,0.04,60,22,88,8,From Software,T,low
Meteos: Disney Magic,DS,2007,Puzzle,5,Disney Interactive Studios,0.01,0.02,0,0.04,74,36,66,5,Q Entertainment,E,low
Beyblade Evolution,3DS,2013,Action,4,Rising Star Games,0.02,0.01,0,0.04,49,7,63,4,Rising Star Games,E,low
Castlevania: Lords of Shadow 2,PC,2014,Action,4,Konami Digital Entertainment,0.01,0.03,0,0.04,58,16,77,498,Mercury Steam,M,low
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,6,Activision,0.03,0,0,0.04,39,4,74,10,Nightlight Studios,E10+,low
Halo: Combat Evolved,PC,2003,Shooter,6,Microsoft Game Studios,0.02,0.02,0,0.04,83,40,74,396,Gearbox Software,M,low
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,9,Aksys Games,0.01,0,0.03,0.04,69,13,79,16,Tri-Ace,T,low
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,6,Destineer,0.03,0,0,0.04,68,15,73,8,EnjoyUp Games,T,low
Assassin's Creed Chronicles: China,PS4,2015,Action,4,Ubisoft,0,0.03,0,0.04,69,44,64,83,"Climax Group, Climax Studios",T,low
Worms: Ultimate Mayhem,PC,2011,Strategy,11,Unknown,0,0.03,0,0.04,66,4,78,48,Team 17,E10+,low
Rugby 08,PS2,2007,Sports,0,Electronic Arts,0.02,0.01,0,0.04,74,21,74,25,EA Canada,E,low
Caesar IV,PC,2006,Strategy,11,Vivendi Games,0,0.03,0,0.04,74,32,76,43,Tilted Mill,E10+,low
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,1,System 3 Arcade Software,0,0.03,0,0.04,71,37,62,26,Eutechnyx,E,low
Cy Girls,PS2,2004,Action,4,Konami Digital Entertainment,0.02,0.01,0,0.04,53,28,88,4,KCEJ,M,low
Ray Gigant,PSV,2015,Role-Playing,9,Namco Bandai Games,0,0,0.04,0.04,72,14,81,25,Bandai Namco Games,T,low
APB Reloaded,PC,2011,Role-Playing,9,Iceberg Interactive,0.02,0.01,0,0.04,56,12,57,269,"Reloaded Productions, Reloaded Games Inc.",M,low
Bubble Bobble Double Shot,DS,2007,Puzzle,5,Rising Star Games,0.03,0,0,0.04,50,12,48,4,Marvelous Entertainment,E,low
Bionicle Heroes,Wii,2007,Shooter,6,Eidos Interactive,0.03,0,0,0.04,52,7,58,5,Traveller's Tales,E10+,low
Harry Potter and the Order of the Phoenix,PC,2007,Action,4,Electronic Arts,0,0.03,0,0.04,63,11,71,34,EA Games,E10+,low
C.O.R.E.,DS,2009,Shooter,6,Graffiti,0.03,0,0,0.04,44,16,69,19,NoWay Studio,M,low
Chaos Wars,PS2,2006,Strategy,11,Idea Factory,0,0,0.04,0.04,64,9,69,9,Idea Factory,T,low
Steambot Chronicles,PS2,2005,Role-Playing,9,505 Games,0.02,0.01,0,0.04,74,35,82,17,Irem,T,low
Scaler,GC,2004,Platform,2,Take-Two Interactive,0.03,0.01,0,0.04,69,11,73,8,Artificial Mind and Movement,E,low
Scarface: The World is Yours,PC,2006,Action,4,Vivendi Games,0.01,0.02,0,0.04,73,18,75,57,Radical Entertainment,M,low
Legasista,PS3,2012,Role-Playing,9,Nippon Ichi Software,0,0,0.04,0.04,68,13,63,15,System Prisma,T,low
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,7,Ignition Entertainment,0.02,0.01,0,0.04,68,22,83,4,SNK Playmore,T,low
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,4,Electronic Arts,0,0.03,0,0.04,67,19,72,50,KnowWonder,E,low
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,1,Sega,0.03,0.01,0,0.04,82,31,81,14,Sumo Digital,E,low
Without Warning,PS2,2005,Shooter,6,Capcom,0.02,0.01,0,0.04,45,25,65,8,CiRCLE,M,low
Napoleon Dynamite: The Game,PSP,2007,Puzzle,5,Crave Entertainment,0.03,0,0,0.04,37,14,46,7,7 Studios,E10+,low
Saints Row 2,PC,2009,Action,4,THQ,0,0.03,0,0.04,72,24,68,380,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M,low
Trine 2,PC,2011,Platform,2,Focus Home Interactive,0,0.03,0,0.04,84,55,84,667,"Frozenbyte, Inc.",E10+,low
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,10,Ignition Entertainment,0.03,0,0,0.04,67,30,82,29,InLight Entertainment,E10+,low
Homefront: The Revolution,PC,2016,Shooter,6,Deep Silver,0.01,0.02,0,0.04,54,48,35,284,Deep Silver Dambuster Studios,M,low
RLH: Run Like Hell,XB,2003,Shooter,6,Avalon Interactive,0.03,0.01,0,0.04,55,22,80,5,Digital Mayhem,M,low
Obscure,XB,2004,Adventure,10,MC2 Entertainment,0.03,0.01,0,0.04,66,29,84,9,Hydravision,M,low
Just Dance 2017,XOne,2016,Misc,3,Ubisoft,0.03,0,0,0.04,75,5,80,6,Ubisoft Paris,E10+,low
Stranger of Sword City,PSV,2015,Role-Playing,9,Nippon Ichi Software,0.02,0,0,0.04,71,24,80,30,Experience Inc.,T,low
World of Goo,PC,2008,Puzzle,5,2D Boy,0,0.03,0,0.04,90,26,85,607,2D Boy,E,low
Secret Files 2: Puritas Cordis,PC,2009,Adventure,10,Deep Silver,0,0.03,0,0.04,64,14,71,17,"Fusionsphere Systems, Animation Arts",T,low
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,9,Sony Computer Entertainment,0,0,0.04,0.04,66,25,68,6,Gaia (Sony),T,low
Railroad Tycoon 3,PC,2003,Strategy,11,Gathering of Developers,0,0.03,0,0.04,80,19,77,57,PopTop Software,E,low
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,6,Deep Silver,0,0.03,0,0.04,75,47,77,478,GSC Game World,M,low
Painkiller: Hell Wars,XB,2006,Shooter,6,DreamCatcher Interactive,0.03,0.01,0,0.04,68,33,74,16,People Can Fly,M,low
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,3,Jester Interactive,0.02,0.01,0,0.04,71,6,89,10,Jester Interactive,E,low
World in Conflict,PC,2007,Strategy,11,Vivendi Games,0,0.03,0,0.04,89,44,81,301,Massive Entertainment,T,low
Tomb Raider: Anniversary,PC,2007,Action,4,Eidos Interactive,0,0.03,0,0.03,83,26,81,242,Nixxes Software,T,low
Infamous: First Light,PS4,2014,Action,4,Sony Computer Entertainment,0,0.03,0,0.03,73,70,75,580,Sucker Punch,T,low
Tour de France 2014,PS4,2014,Sports,0,Focus Home Interactive,0,0.03,0,0.03,53,9,51,22,Cyanide,E,low
RedCard 20-03,XB,2002,Sports,0,Midway Games,0.03,0.01,0,0.03,67,8,90,4,Point of View,E,low
Bounty Hounds,PSP,2006,Action,4,Namco Bandai Games,0.03,0,0,0.03,63,14,60,7,Xpec,T,low
TOCA Race Driver 3,XB,2006,Racing,1,Codemasters,0.03,0.01,0,0.03,84,25,80,6,Codemasters,E10+,low
Silent Scope,GBA,2002,Shooter,6,Konami Digital Entertainment,0.02,0.01,0,0.03,70,5,80,5,Now Production,T,low
The Cursed Crusade,PC,2011,Action,4,DTP Entertainment,0,0.03,0,0.03,55,7,60,33,Kylotonn,M,low
Hotel Giant 2,PC,2008,Strategy,11,JoWood Productions,0,0.03,0,0.03,58,7,25,19,Enlight Software,E,low
DarkStar One,PC,2006,Simulation,8,Ubisoft,0,0.03,0,0.03,71,33,72,54,Ascaron Entertainment GmbH,T,low
Hitman: Blood Money,PC,2006,Action,4,Eidos Interactive,0,0.03,0,0.03,82,35,88,528,Io Interactive,M,low
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,6,Gearbox Software,0.03,0,0,0.03,77,15,69,15,Gearbox Software,M,low
Section 8,PC,2009,Shooter,6,SouthPeak Games,0.02,0.01,0,0.03,72,31,70,78,TimeGate Studios,T,low
Alpha Protocol,PC,2010,Role-Playing,9,Sega,0,0.03,0,0.03,72,25,75,511,Obsidian Entertainment,M,low
Planescape: Torment,PC,1998,Role-Playing,9,Interplay,0.01,0.02,0,0.03,91,22,92,813,Black Isle Studios,T,low
Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,6,Activision,0,0.03,0,0.03,81,34,86,293,Raven Software,T,low
Red Faction II,GC,2003,Shooter,6,THQ,0.03,0.01,0,0.03,79,12,73,4,Cranky Pants Games,M,low
Battle Engine Aquila,PS2,2003,Shooter,6,Atari,0.02,0.01,0,0.03,73,17,90,5,Lost Toys,T,low
Special Forces: Nemesis Strike,XB,2005,Shooter,6,Hip Interactive,0.03,0.01,0,0.03,60,10,65,4,Asobo Studio,M,low
Women's Volleyball Championship,PS2,2007,Sports,0,Spike,0,0,0.03,0.03,32,7,40,4,Spike,E,low
Crimson Tears,PS2,2004,Role-Playing,9,Capcom,0.02,0.01,0,0.03,62,30,78,4,DreamFactory,T,low
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,4,Namco Bandai Games,0.02,0.01,0,0.03,48,9,87,7,Natsume,T,low
WRC: FIA World Rally Championship,PSP,2005,Racing,1,Sony Computer Entertainment,0.02,0.01,0,0.03,67,18,78,19,Traveller's Tales,E,low
Rapala Tournament Fishing!,X360,2006,Sports,0,Activision,0.03,0,0,0.03,41,4,80,6,FUN Labs,E,low
Superstars V8 Racing,PS3,2009,Racing,1,Black Bean Games,0,0.02,0,0.03,66,29,49,9,Milestone S.r.l,E,low
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,7,Namco Bandai Games,0,0,0.03,0.03,61,35,74,44,CyberConnect2,T,low
Supreme Ruler: Cold War,PC,2011,Strategy,11,Paradox Interactive,0,0.03,0,0.03,63,12,68,27,BattleGoat Studios,RP,low
Rise of Nations: Rise of Legends,PC,2006,Strategy,11,Microsoft Game Studios,0,0.03,0,0.03,84,46,85,108,Big Huge Games,T,low
The Sum of All Fears,GC,2003,Shooter,6,Ubisoft,0.03,0.01,0,0.03,36,11,34,5,Ubisoft Shanghai,T,low
Yumi's Odd Odyssey,3DS,2013,Platform,2,Agatsuma Entertainment,0,0,0.03,0.03,74,13,77,23,Studio Saizensen,E,low
EverBlue 2,PS2,2002,Adventure,10,Capcom,0.02,0.01,0,0.03,59,21,75,4,Arika,E,low
Electroplankton,DS,2005,Misc,3,Nintendo,0.01,0,0.02,0.03,71,49,70,37,Indies Zero,E,low
FIFA World Cup: Germany 2006,GBA,2006,Sports,0,Electronic Arts,0.02,0.01,0,0.03,57,4,69,7,EA Canada,E,low
Earthworm Jim 2,GBA,2002,Platform,2,Vivendi Games,0.02,0.01,0,0.03,45,10,57,6,Super Empire,E,low
Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,9,Global A Entertainment,0.03,0,0,0.03,70,18,64,8,Global A,E10+,low
MotoGP,PSP,2006,Racing,1,Sony Computer Entertainment,0.03,0,0,0.03,69,18,71,7,Namco Bandai Games,E,low
Apache: Air Assault,PC,2010,Simulation,8,Just Flight,0,0.03,0,0.03,64,7,75,18,Gaijin Entertainment,T,low
Call of Juarez: Bound in Blood,PC,2009,Shooter,6,Ubisoft,0,0.03,0,0.03,78,39,80,282,Techland,M,low
Red Faction: Guerrilla,PC,2009,Shooter,6,THQ,0,0.03,0,0.03,82,29,75,308,"Volition Inc., Reactor Zero",M,low
Deus Ex: Mankind Divided,PC,2016,Role-Playing,9,Square Enix,0,0.03,0,0.03,83,55,61,684,"Eidos Montreal, Nixxes Software",M,low
Astonishia Story,PSP,2006,Role-Playing,9,Ubisoft,0.03,0,0,0.03,48,35,49,18,Sonnori,E10+,low
Prince of Persia: The Forgotten Sands,PC,2010,Action,4,Ubisoft,0,0.03,0,0.03,75,16,66,218,Ubisoft Montreal,T,low
RACE On,PC,2009,Racing,1,bitComposer Games,0,0.03,0,0.03,73,14,82,20,SimBin,E,low
Song of the Deep,PC,2016,Action,4,Insomniac Games,0.03,0,0,0.03,73,12,63,15,Insomniac Games,E,low
Tork: Prehistoric Punk,XB,2005,Platform,2,Microsoft Game Studios,0.02,0.01,0,0.03,62,21,62,6,Tiwak,E,low
Overlord II,PC,2009,Action,4,Codemasters,0,0.03,0,0.03,79,32,81,159,Triumph Studios,T,low
Jikandia: The Timeless Land,PSP,2010,Role-Playing,9,Idea Factory,0.03,0,0,0.03,60,5,72,5,Opus Studio,T,low
Toy Shop,DS,2008,Simulation,8,Majesco Entertainment,0.03,0,0,0.03,31,7,54,11,"Gameinvest, Seed Studios, Lda",E,low
DiRT Rally,PC,2016,Racing,1,Codemasters,0,0.03,0,0.03,86,33,87,288,Codemasters,E,low
Trials Fusion,PC,2014,Racing,1,Ubisoft,0,0.03,0,0.03,80,12,68,97,RedLynx,E10+,low
Prison Architect,PS4,2016,Action,4,Introversion Software,0.01,0.01,0,0.03,80,18,80,19,"Introversion, Double Eleven",M,low
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,9,Rising Star Games,0,0,0.03,0.03,65,17,73,44,Zerodiv,T,low
Dance Factory,PS2,2006,Action,4,Codemasters,0.02,0.01,0,0.03,56,22,58,8,Broadsword Interactive,E,low
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,9,Namco Bandai Games,0.03,0,0,0.03,58,17,61,7,Microvision,E10+,low
Combat Mission: Shock Force,PC,2007,Strategy,11,Paradox Interactive,0,0.03,0,0.03,62,15,33,86,Big Time Software,T,low
F1 2002,GC,2002,Racing,1,Electronic Arts,0.02,0.01,0,0.03,72,7,78,4,EA Sports,E,low
Men of War,PC,2009,Strategy,11,505 Games,0.01,0.02,0,0.03,80,22,81,136,Best Way,M,low
Alter Ego,PC,1985,Simulation,8,Activision,0,0.03,0,0.03,59,9,58,19,"Viva Media, Viva Media, LLC",T,low
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,10,Rising Star Games,0.03,0,0,0.03,88,15,88,188,ChunSoft,M,low
Darkstalkers Resurrection,PS3,2013,Fighting,7,Capcom,0,0,0.03,0.03,80,33,73,27,Iron Galaxy Studios,T,low
Transformers: Devastation,PC,2015,Action,4,Activision,0,0.03,0,0.03,74,9,76,56,PlatinumGames,T,low
The Golf Club,XOne,2014,Sports,0,Unknown,0.03,0,0,0.03,64,15,54,59,HB Studios Multimedia,E,low
Neverwinter Nights,PC,2002,Role-Playing,9,Atari,0,0.03,0,0.03,91,34,82,490,BioWare,T,low
Digimon World 4,XB,2005,Role-Playing,9,Atari,0.02,0.01,0,0.03,54,5,88,4,Bandai,E,low
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,7,PQube,0.01,0.02,0,0.03,76,10,73,9,Arc System Works,T,low
Galleon: Islands of Mystery,XB,2004,Action,4,SCi,0.02,0.01,0,0.03,67,40,70,10,Confounding Factor,T,low
Sunny Garcia Surfing,PS2,2001,Sports,0,Ubisoft,0.02,0.01,0,0.03,61,11,79,7,Krome Studios,E,low
Lock On: Modern Air Combat,PC,2003,Simulation,8,Ubisoft,0,0.03,0,0.03,76,20,75,549,Eagle Dynamics,E,low
Worms: WMD,PS4,2016,Action,4,Sold Out,0.01,0.02,0,0.03,78,23,76,19,Team 17,E10+,low
Rabbids Land,WiiU,2012,Misc,3,Ubisoft,0.01,0.01,0,0.03,52,26,52,29,Ubisoft Paris,E10+,low
Guild Wars,PC,2005,Role-Playing,9,NCSoft,0.03,0,0,0.03,89,53,84,455,ArenaNet,T,low
Take On Helicopters,PC,2011,Simulation,8,Unknown,0,0.02,0,0.03,70,10,67,28,Bohemia Interactive,T,low
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,8,Konami Digital Entertainment,0.01,0.01,0,0.03,66,16,78,10,Genki,T,low
Nacho Libre,DS,2006,Action,4,Majesco Entertainment,0.03,0,0,0.03,56,6,58,6,BudCat,E10+,low
Homeworld 2,PC,2003,Strategy,11,Vivendi Games,0,0.03,0,0.03,83,31,83,128,Relic,T,low
Rayman 3: Hoodlum Havoc,PC,2003,Platform,2,Ubisoft,0,0.03,0,0.03,74,8,83,70,Ubisoft,E,low
Graffiti Kingdom,PS2,2004,Role-Playing,9,505 Games,0.01,0.01,0,0.03,71,27,71,12,Taito Corporation,E,low
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,2,Namco Bandai Games,0.02,0.01,0,0.03,78,20,93,6,Namco,E,low
N+,PSP,2007,Platform,2,Atari,0.03,0,0,0.03,79,21,78,18,"Metanet Software Inc., SilverBirch Studios",E,low
Knights of Honor,PC,2004,Strategy,11,Sunflowers,0,0.02,0,0.03,77,26,91,89,Black Sea Studios,E10+,low
Empire Earth II,PC,2005,Strategy,11,Vivendi Games,0,0.03,0,0.03,79,39,71,89,Mad Doc Software,T,low
Hot Pixel,PSP,2007,Puzzle,5,Atari,0.03,0,0,0.03,55,35,65,6,zSlide,T,low
Valentino Rossi: The Game,XOne,2016,Racing,1,Namco Bandai Games,0.01,0.02,0,0.03,74,5,81,7,Milestone S.r.l,E,low
Codename: Panzers Cold War,PC,2009,Strategy,11,Atari,0,0.02,0,0.03,67,28,58,8,Stormregion,T,low
Star Wars: The Force Unleashed II,PC,2010,Action,4,LucasArts,0.03,0,0,0.03,59,14,58,162,LucasArts,T,low
Atomic Betty,GBA,2005,Puzzle,5,Atari,0.02,0.01,0,0.03,62,10,75,6,"Big Blue Bubble Inc., Breakthrough New Media",E,low
Doom,PC,1992,Shooter,6,id Software,0.02,0,0,0.03,85,44,82,1796,id Software,M,low
Street Jam Basketball,GBA,2004,Sports,0,Zoo Digital Publishing,0.02,0.01,0,0.03,35,7,80,7,Prograph,E,low
SimCity,PC,1988,Simulation,8,Maxis,0,0.02,0,0.03,64,75,22,4572,Maxis,E10+,low
Harry Potter and the Half-Blood Prince,PC,2009,Action,4,Electronic Arts,0,0.03,0,0.03,64,14,61,35,EA Bright Light,E10+,low
Doom 3 BFG Edition,PC,2012,Shooter,6,Bethesda Softworks,0,0.02,0,0.03,59,12,53,210,id Software,M,low
Popeye: Rush for Spinach,GBA,2005,Platform,2,Atari,0.02,0.01,0,0.03,48,9,42,5,Magic Pockets,E,low
Culdcept,PS2,2002,Strategy,11,Sega,0.01,0.01,0,0.03,78,26,89,9,NEC Interchannel,T,low
GTR Evolution,PC,2008,Racing,1,Atari,0,0.02,0,0.03,83,19,82,63,SimBin,E,low
Lords of the Fallen,PC,2014,Role-Playing,9,Square Enix,0,0.03,0,0.03,73,36,69,583,"City Interactive, Deck 13",M,low
NBA 08,PSP,2007,Sports,0,Sony Computer Entertainment,0.03,0,0,0.03,75,18,75,8,SCEA,E,low
Sins of a Solar Empire,PC,2008,Strategy,11,Pinnacle,0,0.02,0,0.03,87,52,82,275,Ironclad Games,T,low
NBA 2K13,PC,2012,Sports,0,Take-Two Interactive,0,0.02,0,0.03,90,5,68,130,Visual Concepts,E,low
Resident Evil 4,PC,2007,Action,4,Ubisoft,0,0.02,0,0.03,76,15,74,242,Capcom,M,low
007: Quantum of Solace,PC,2008,Action,4,Activision,0.01,0.01,0,0.03,70,18,63,55,Treyarch,T,low
Metal Dungeon,XB,2002,Role-Playing,9,Xicat Interactive,0.02,0.01,0,0.03,44,14,72,5,Panther Software,T,low
Drome Racers,GC,2003,Racing,1,Electronic Arts,0.02,0.01,0,0.03,54,5,66,5,Attention To Detail,E,low
